Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities
Nigeria,Oyo,Ibadan South East,NGA,NG031009,NG03,January,1997,0,0
Nigeria,Rivers,Bonny,NGA,NG033007,NG03,January,1997,0,0
Nigeria,Benue,Guma,NGA,NG007006,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Ukanafun,NGA,NG003028,NG00,January,1997,0,0
Nigeria,Zamfara,Anka,NGA,NG037001,NG03,January,1997,0,0
Nigeria,Oyo,Afijio,NGA,NG031001,NG03,January,1997,0,0
Nigeria,Ondo,Ile-Oluji-Okeigbo,NGA,NG029011,NG02,January,1997,0,0
Nigeria,Osun,Iwo,NGA,NG030023,NG03,January,1997,0,0
Nigeria,Osun,Ife Central,NGA,NG030011,NG03,January,1997,0,0
Nigeria,Gombe,Akko,NGA,NG016001,NG01,January,1997,0,0
Nigeria,Kaduna,Kaduna North,NGA,NG019009,NG01,January,1997,0,0
Nigeria,Enugu,Enugu South,NGA,NG014005,NG01,January,1997,0,0
Nigeria,Delta,Ndokwa East,NGA,NG010011,NG01,January,1997,0,0
Nigeria,Ondo,Akoko North East,NGA,NG029001,NG02,January,1997,0,0
Nigeria,Katsina,Jibia,NGA,NG021016,NG02,January,1997,0,0
Nigeria,Kano,Gwale,NGA,NG020018,NG02,January,1997,0,0
Nigeria,Kaduna,Chikun,NGA,NG019002,NG01,January,1997,0,0
Nigeria,Kogi,Olamaboro,NGA,NG023018,NG02,January,1997,0,0
Nigeria,Abia,Isiala Ngwa South,NGA,NG001006,NG00,January,1997,0,0
Nigeria,Bayelsa,Sagbama,NGA,NG006006,NG00,January,1997,0,0
Nigeria,Abia,Ikwuano,NGA,NG001005,NG00,January,1997,0,0
Nigeria,Rivers,Port Harcourt,NGA,NG033022,NG03,January,1997,0,0
Nigeria,Zamfara,Talata Mafara,NGA,NG037012,NG03,January,1997,0,0
Nigeria,Enugu,Aninri,NGA,NG014001,NG01,January,1997,0,0
Nigeria,Federal Capital Territory,Abuja Municipal,NGA,NG015002,NG01,January,1997,1,0
Nigeria,Abia,Nneochi,NGA,NG001017,NG00,January,1997,0,0
Nigeria,Imo,Nkwangele,NGA,NG017015,NG01,January,1997,0,0
Nigeria,Imo,Ideato South,NGA,NG017006,NG01,January,1997,0,0
Nigeria,Ekiti,Efon,NGA,NG013003,NG01,January,1997,0,0
Nigeria,Katsina,Danja,NGA,NG021009,NG02,January,1997,0,0
Nigeria,Rivers,Etche,NGA,NG033011,NG03,January,1997,0,0
Nigeria,Niger,Lapai,NGA,NG027012,NG02,January,1997,0,0
Nigeria,Bayelsa,Brass,NGA,NG006001,NG00,January,1997,0,0
Nigeria,Delta,Burutu,NGA,NG010004,NG01,January,1997,0,0
Nigeria,Akwa Ibom,Ikot Abasi,NGA,NG003013,NG00,January,1997,0,0
Nigeria,Kano,Dawakin Kudu,NGA,NG020009,NG02,January,1997,0,0
Nigeria,Ebonyi,Ohaozara,NGA,NG011011,NG01,January,1997,0,0
Nigeria,Enugu,Enugu East,NGA,NG014003,NG01,January,1997,0,0
Nigeria,Taraba,Jalingo,NGA,NG035007,NG03,January,1997,0,0
Nigeria,Cross River,Bekwara,NGA,NG009006,NG00,January,1997,0,0
Nigeria,Ebonyi,Ikwo,NGA,NG011007,NG01,January,1997,0,0
Nigeria,Benue,Vandeikya,NGA,NG007023,NG00,January,1997,0,0
Nigeria,Ekiti,Ijero,NGA,NG013009,NG01,January,1997,0,0
Nigeria,Kano,Bagwai,NGA,NG020003,NG02,January,1997,0,0
Nigeria,Yobe,Fika,NGA,NG036004,NG03,January,1997,0,0
Nigeria,Jigawa,Roni,NGA,NG018024,NG01,January,1997,0,0
Nigeria,Adamawa,Lamurde,NGA,NG002009,NG00,January,1997,0,0
Nigeria,Katsina,Baure,NGA,NG021004,NG02,January,1997,0,0
Nigeria,Zamfara,Maradun,NGA,NG037009,NG03,January,1997,0,0
Nigeria,Ogun,Abeokuta South,NGA,NG028002,NG02,January,1997,0,0
Nigeria,Oyo,Ogbomosho North,NGA,NG031021,NG03,January,1997,0,0
Nigeria,Federal Capital Territory,Gwagwalada,NGA,NG015004,NG01,January,1997,0,0
Nigeria,Cross River,Obubra,NGA,NG009014,NG00,January,1997,0,0
Nigeria,Adamawa,Mubi South,NGA,NG002015,NG00,January,1997,0,0
Nigeria,Edo,Esan West,NGA,NG012006,NG01,January,1997,0,0
Nigeria,Osun,Odo-Otin,NGA,NG030025,NG03,January,1997,0,0
Nigeria,Katsina,Kafur,NGA,NG021017,NG02,January,1997,0,0
Nigeria,Imo,Oguta,NGA,NG017017,NG01,January,1997,0,0
Nigeria,Zamfara,Zurmi,NGA,NG037014,NG03,January,1997,0,0
Nigeria,Adamawa,Jada,NGA,NG002008,NG00,January,1997,0,0
Nigeria,Rivers,Gonaka,NGA,NG033012,NG03,January,1997,0,0
Nigeria,Akwa Ibom,Etim Ekpo,NGA,NG003006,NG00,January,1997,0,0
Nigeria,Sokoto,Binji,NGA,NG034001,NG03,January,1997,0,0
Nigeria,Kogi,Ogori,NGA,NG023015,NG02,January,1997,0,0
Nigeria,Lagos,Eti-Osa,NGA,NG025008,NG02,January,1997,0,0
Nigeria,Kaduna,Sanga,NGA,NG019020,NG01,January,1997,0,0
Nigeria,Imo,Ahiazu Mbaise,NGA,NG017002,NG01,January,1997,0,0
Nigeria,Taraba,Gassol,NGA,NG035005,NG03,January,1997,0,0
Nigeria,Delta,Warri South,NGA,NG010024,NG01,January,1997,0,0
Nigeria,Gombe,Nafada,NGA,NG016009,NG01,January,1997,0,0
Nigeria,Kogi,Okene,NGA,NG023017,NG02,January,1997,0,0
Nigeria,Kano,Kunchi,NGA,NG020026,NG02,January,1997,0,0
Nigeria,Kebbi,Fakai,NGA,NG022009,NG02,January,1997,0,0
Nigeria,Osun,Egbedore,NGA,NG030009,NG03,January,1997,0,0
Nigeria,Oyo,Saki East,NGA,NG031031,NG03,January,1997,0,0
Nigeria,Rivers,Ahoada,NGA,NG033002,NG03,January,1997,0,0
Nigeria,Sokoto,Wurno,NGA,NG034022,NG03,January,1997,0,0
Nigeria,Enugu,Oji River,NGA,NG014014,NG01,January,1997,0,0
Nigeria,Abia,Aba North,NGA,NG001001,NG00,January,1997,0,0
Nigeria,Rivers,Emohua,NGA,NG033010,NG03,January,1997,0,0
Nigeria,Katsina,Malumfashi,NGA,NG021025,NG02,January,1997,0,0
Nigeria,Yobe,Geidam,NGA,NG036006,NG03,January,1997,0,0
Nigeria,Oyo,Olorunsogo,NGA,NG031024,NG03,January,1997,0,0
Nigeria,Ekiti,Ekiti South West,NGA,NG013005,NG01,January,1997,0,0
Nigeria,Oyo,Iseyin,NGA,NG031016,NG03,January,1997,0,0
Nigeria,Niger,Gbako,NGA,NG027008,NG02,January,1997,0,0
Nigeria,Federal Capital Territory,Bwari,NGA,NG015003,NG01,January,1997,0,0
Nigeria,Cross River,Abi,NGA,NG009001,NG00,January,1997,0,0
Nigeria,Sokoto,Bodinga,NGA,NG034002,NG03,January,1997,0,0
Nigeria,Abia,Umuahia South,NGA,NG001016,NG00,January,1997,0,0
Nigeria,Jigawa,Sule Takarkar,NGA,NG018025,NG01,January,1997,0,0
Nigeria,Oyo,Ori Ire,NGA,NG031028,NG03,January,1997,0,0
Nigeria,Jigawa,Auyo,NGA,NG018001,NG01,January,1997,0,0
Nigeria,Anambra,Ihiala,NGA,NG004012,NG00,January,1997,0,0
Nigeria,Ondo,Akure South,NGA,NG029006,NG02,January,1997,0,0
Nigeria,Sokoto,Wamakko,NGA,NG034021,NG03,January,1997,0,0
Nigeria,Benue,Makurdi,NGA,NG007013,NG00,January,1997,0,0
Nigeria,Rivers,Opobo,NGA,NG033020,NG03,January,1997,0,0
Nigeria,Osun,Ifedayo,NGA,NG030015,NG03,January,1997,0,0
Nigeria,Borno,Marte,NGA,NG008022,NG00,January,1997,0,0
Nigeria,Bauchi,Misau,NGA,NG005014,NG00,January,1997,0,0
Nigeria,Enugu,Igbo Eze South,NGA,NG014009,NG01,January,1997,0,0
Nigeria,Osun,Ede South,NGA,NG030008,NG03,January,1997,0,0
Nigeria,Taraba,Kurmi,NGA,NG035009,NG03,January,1997,0,0
Nigeria,Enugu,Agwu,NGA,NG014002,NG01,January,1997,0,0
Nigeria,Imo,Orlu,NGA,NG017020,NG01,January,1997,0,0
Nigeria,Kano,Madobi,NGA,NG020028,NG02,January,1997,0,0
Nigeria,Katsina,Mashi,NGA,NG021027,NG02,January,1997,0,0
Nigeria,Jigawa,Gwaram,NGA,NG018011,NG01,January,1997,0,0
Nigeria,Ekiti,Irepodun,NGA,NG013013,NG01,January,1997,0,0
Nigeria,Kebbi,Bagudo,NGA,NG022005,NG02,January,1997,0,0
Nigeria,Kaduna,Makarfi,NGA,NG019018,NG01,January,1997,0,0
Nigeria,Kaduna,Kubau,NGA,NG019015,NG01,January,1997,0,0
Nigeria,Adamawa,Guyuk,NGA,NG002006,NG00,January,1997,0,0
Nigeria,Edo,Owan East,NGA,NG012016,NG01,January,1997,0,0
Nigeria,Oyo,Ibadan North,NGA,NG031006,NG03,January,1997,0,0
Nigeria,Borno,Maiduguri Metro,NGA,NG008021,NG00,January,1997,0,0
Nigeria,Imo,Obowo,NGA,NG017016,NG01,January,1997,0,0
Nigeria,Lagos,Lagos Mainland,NGA,NG025015,NG02,January,1997,0,0
Nigeria,Kaduna,Kaduna South,NGA,NG019010,NG01,January,1997,0,0
Nigeria,Rivers,Degema,NGA,NG033008,NG03,January,1997,0,0
Nigeria,Plateau,Kanam,NGA,NG032007,NG03,January,1997,0,0
Nigeria,Ebonyi,Ezza North,NGA,NG011005,NG01,January,1997,0,0
Nigeria,Sokoto,Yabo,NGA,NG034023,NG03,January,1997,0,0
Nigeria,Gombe,Balanga,NGA,NG016002,NG01,January,1997,0,0
Nigeria,Enugu,Nkanu East,NGA,NG014011,NG01,January,1997,0,0
Nigeria,Ogun,Ijebu North East,NGA,NG028010,NG02,January,1997,0,0
Nigeria,Akwa Ibom,Ibesikpo Asutan,NGA,NG003009,NG00,January,1997,0,0
Nigeria,Enugu,Enugu North,NGA,NG014004,NG01,January,1997,0,0
Nigeria,Ekiti,Ikere,NGA,NG013010,NG01,January,1997,0,0
Nigeria,Kebbi,Koko,NGA,NG022013,NG02,January,1997,0,0
Nigeria,Sokoto,Silame,NGA,NG034015,NG03,January,1997,0,0
Nigeria,Kano,Kabo,NGA,NG020020,NG02,January,1997,0,0
Nigeria,Abia,Arochukwu,NGA,NG001003,NG00,January,1997,0,0
Nigeria,Osun,Ilesha East,NGA,NG030018,NG03,January,1997,0,0
Nigeria,Akwa Ibom,Ibiono Ibom,NGA,NG003010,NG00,January,1997,0,0
Nigeria,Ogun,Egbado North,NGA,NG028004,NG02,January,1997,0,0
Nigeria,Ogun,Odedah,NGA,NG028016,NG02,January,1997,0,0
Nigeria,Bauchi,Toro,NGA,NG005018,NG00,January,1997,0,0
Nigeria,Gombe,Yamaltu,NGA,NG016011,NG01,January,1997,0,0
Nigeria,Adamawa,Shelleng,NGA,NG002017,NG00,January,1997,0,0
Nigeria,Edo,Esan South East,NGA,NG012005,NG01,January,1997,0,0
Nigeria,Akwa Ibom,Nsit Ubium,NGA,NG003021,NG00,January,1997,0,0
Nigeria,Edo,Esan Central,NGA,NG012003,NG01,January,1997,0,0
Nigeria,Benue,Gwer East,NGA,NG007007,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Abak,NGA,NG003001,NG00,January,1997,0,0
Nigeria,Ondo,Akure North,NGA,NG029005,NG02,January,1997,0,0
Nigeria,Osun,Atakumosa West,NGA,NG030004,NG03,January,1997,0,0
Nigeria,Plateau,Shendam,NGA,NG032016,NG03,January,1997,0,0
Nigeria,Kogi,Ajaokuta,NGA,NG023002,NG02,January,1997,0,0
Nigeria,Niger,Bosso,NGA,NG027005,NG02,January,1997,0,0
Nigeria,Adamawa,Madagali,NGA,NG002010,NG00,January,1997,0,0
Nigeria,Delta,Warri North,NGA,NG010023,NG01,January,1997,0,0
Nigeria,Nassarawa,Nasarawa Eggon,NGA,NG026010,NG02,January,1997,0,0
Nigeria,Jigawa,Birnin Kudu,NGA,NG018004,NG01,January,1997,0,0
Nigeria,Niger,Rijau,NGA,NG027021,NG02,January,1997,0,0
Nigeria,Rivers,Obio,NGA,NG033015,NG03,January,1997,0,0
Nigeria,Kwara,Ilorin South,NGA,NG024007,NG02,January,1997,0,0
Nigeria,Kebbi,Birnin-Kebbi,NGA,NG022006,NG02,January,1997,0,0
Nigeria,Plateau,Mangu,NGA,NG032011,NG03,January,1997,0,0
Nigeria,Yobe,Fune,NGA,NG036005,NG03,January,1997,0,0
Nigeria,Yobe,Potiskum,NGA,NG036014,NG03,January,1997,0,0
Nigeria,Abia,Ukwa West,NGA,NG001014,NG00,January,1997,0,0
Nigeria,Osun,Ife East,NGA,NG030012,NG03,January,1997,0,0
Nigeria,Rivers,Okrika,NGA,NG033018,NG03,January,1997,0,0
Nigeria,Anambra,Dunukofia,NGA,NG004008,NG00,January,1997,0,0
Nigeria,Plateau,Langtang North,NGA,NG032009,NG03,January,1997,0,0
Nigeria,Jigawa,Malam Madori,NGA,NG018021,NG01,January,1997,0,0
Nigeria,Borno,Monguno,NGA,NG008024,NG00,January,1997,0,0
Nigeria,Jigawa,Gagarawa,NGA,NG018007,NG01,January,1997,0,0
Nigeria,Rivers,Ahoada West,NGA,NG033003,NG03,January,1997,0,0
Nigeria,Ekiti,Oye,NGA,NG013016,NG01,January,1997,0,0
Nigeria,Adamawa,Yola-North,NGA,NG002021,NG00,January,1997,0,0
Nigeria,Osun,Ife South,NGA,NG030014,NG03,January,1997,0,0
Nigeria,Bauchi,Ganjuwa,NGA,NG005008,NG00,January,1997,0,0
Nigeria,Benue,Tarka,NGA,NG007020,NG00,January,1997,0,0
Nigeria,Nassarawa,Lafia,NGA,NG026008,NG02,January,1997,0,0
Nigeria,Kaduna,Sabon Gari,NGA,NG019019,NG01,January,1997,0,0
Nigeria,Kebbi,Yauri,NGA,NG022020,NG02,January,1997,0,0
Nigeria,Katsina,Charanchi,NGA,NG021006,NG02,January,1997,0,0
Nigeria,Rivers,Ogba,NGA,NG033016,NG03,January,1997,0,0
Nigeria,Taraba,Takum,NGA,NG035012,NG03,January,1997,0,0
Nigeria,Oyo,Ogbomosho South,NGA,NG031022,NG03,January,1997,0,0
Nigeria,Adamawa,Gombi,NGA,NG002004,NG00,January,1997,0,0
Nigeria,Osun,Oriade,NGA,NG030028,NG03,January,1997,0,0
Nigeria,Delta,Ughelli South,NGA,NG010020,NG01,January,1997,0,0
Nigeria,Anambra,Anambra East,NGA,NG004002,NG00,January,1997,0,0
Nigeria,Lagos,Oshodi,NGA,NG025018,NG02,January,1997,0,0
Nigeria,Zamfara,Shinkafi,NGA,NG037011,NG03,January,1997,0,0
Nigeria,Nassarawa,Doma,NGA,NG026003,NG02,January,1997,0,0
Nigeria,Ebonyi,Ezza South,NGA,NG011006,NG01,January,1997,0,0
Nigeria,Kebbi,Kalgo,NGA,NG022012,NG02,January,1997,0,0
Nigeria,Ogun,Ijebu North,NGA,NG028009,NG02,January,1997,0,0
Nigeria,Katsina,Rimi,NGA,NG021030,NG02,January,1997,0,0
Nigeria,Sokoto,Gada,NGA,NG034004,NG03,January,1997,0,0
Nigeria,Katsina,Maiadua,NGA,NG021024,NG02,January,1997,0,0
Nigeria,Niger,Minna,NGA,NG027006,NG02,January,1997,0,0
Nigeria,Oyo,Surulere,NGA,NG031033,NG03,January,1997,0,0
Nigeria,Delta,Uvwie,NGA,NG010022,NG01,January,1997,0,0
Nigeria,Ondo,Ese-Edo,NGA,NG029007,NG02,January,1997,0,0
Nigeria,Kebbi,Suru,NGA,NG022018,NG02,January,1997,0,0
Nigeria,Sokoto,Shagari,NGA,NG034014,NG03,January,1997,0,0
Nigeria,Cross River,Akamkpa,NGA,NG009002,NG00,January,1997,0,0
Nigeria,Kogi,Dekina,NGA,NG023005,NG02,January,1997,0,0
Nigeria,Ebonyi,Ebonyi,NGA,NG011004,NG01,January,1997,0,0
Nigeria,Lagos,Somolu,NGA,NG025019,NG02,January,1997,0,0
Nigeria,Benue,Agatu,NGA,NG007002,NG00,January,1997,0,0
Nigeria,Oyo,Saki West,NGA,NG031032,NG03,January,1997,0,0
Nigeria,Borno,Shani,NGA,NG008027,NG00,January,1997,0,0
Nigeria,Kano,Takai,NGA,NG020037,NG02,January,1997,0,0
Nigeria,Ondo,Odigbo,NGA,NG029013,NG02,January,1997,0,0
Nigeria,Akwa Ibom,Essien Udim,NGA,NG003005,NG00,January,1997,0,0
Nigeria,Borno,Biu,NGA,NG008005,NG00,January,1997,0,0
Nigeria,Delta,Aniocha North,NGA,NG010001,NG01,January,1997,0,0
Nigeria,Bauchi,Zaki,NGA,NG005020,NG00,January,1997,0,0
Nigeria,Kogi,Bassa,NGA,NG023004,NG02,January,1997,0,0
Nigeria,Taraba,Wukari,NGA,NG035014,NG03,January,1997,0,0
Nigeria,Abia,Ugwunagbo,NGA,NG001012,NG00,January,1997,0,0
Nigeria,Kebbi,Augie,NGA,NG022004,NG02,January,1997,0,0
Nigeria,Borno,Mobbar,NGA,NG008023,NG00,January,1997,0,0
Nigeria,Borno,Bama,NGA,NG008003,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Oruk Anam,NGA,NG003026,NG00,January,1997,0,0
Nigeria,Delta,Okpe,NGA,NG010013,NG01,January,1997,0,0
Nigeria,Jigawa,Hadejia,NGA,NG018013,NG01,January,1997,0,0
Nigeria,Kogi,Yagba East,NGA,NG023020,NG02,January,1997,0,0
Nigeria,Delta,Sapele,NGA,NG010017,NG01,January,1997,0,0
Nigeria,Kano,Bunkure,NGA,NG020006,NG02,January,1997,0,0
Nigeria,Zamfara,Gusau,NGA,NG037007,NG03,January,1997,0,0
Nigeria,Edo,Akoko Edo,NGA,NG012001,NG01,January,1997,0,0
Nigeria,Kwara,Baruten,NGA,NG024002,NG02,January,1997,0,0
Nigeria,Anambra,Onisha North,NGA,NG004017,NG00,January,1997,0,0
Nigeria,Kano,Danbatta,NGA,NG020008,NG02,January,1997,0,0
Nigeria,Kwara,Ilorin West,NGA,NG024008,NG02,January,1997,0,0
Nigeria,Kaduna,Igabi,NGA,NG019004,NG01,January,1997,0,0
Nigeria,Sokoto,Rabah,NGA,NG034012,NG03,January,1997,0,0
Nigeria,Nassarawa,Wamba,NGA,NG026013,NG02,January,1997,0,0
Nigeria,Kaduna,Zaria,NGA,NG019023,NG01,January,1997,0,0
Nigeria,Imo,Oru East,NGA,NG017022,NG01,January,1997,0,0
Nigeria,Borno,Chibok,NGA,NG008006,NG00,January,1997,0,0
Nigeria,Borno,Kaga,NGA,NG008014,NG00,January,1997,0,0
Nigeria,Ogun,Obafemi,NGA,NG028015,NG02,January,1997,0,0
Nigeria,Rivers,Asaritoru,NGA,NG033006,NG03,January,1997,0,0
Nigeria,Cross River,Ogaja,NGA,NG009017,NG00,January,1997,0,0
Nigeria,Osun,Ife North,NGA,NG030013,NG03,January,1997,0,0
Nigeria,Adamawa,Maiha,NGA,NG002011,NG00,January,1997,0,0
Nigeria,Enugu,Igbo Eze North,NGA,NG014008,NG01,January,1997,0,0
Nigeria,Anambra,Nnewi North,NGA,NG004014,NG00,January,1997,0,0
Nigeria,Oyo,Iwajowa,NGA,NG031018,NG03,January,1997,0,0
Nigeria,Imo,Okigwe,NGA,NG017019,NG01,January,1997,0,0
Nigeria,Abia,Isuikwuato,NGA,NG001008,NG00,January,1997,0,0
Nigeria,Ogun,Odogbolu,NGA,NG028017,NG02,January,1997,0,0
Nigeria,Borno,Bayo,NGA,NG008004,NG00,January,1997,0,0
Nigeria,Kano,Bebeji,NGA,NG020004,NG02,January,1997,0,0
Nigeria,Niger,Bida,NGA,NG027003,NG02,January,1997,0,0
Nigeria,Sokoto,Dange-Shuni,NGA,NG034003,NG03,January,1997,0,0
Nigeria,Niger,Mashegu,NGA,NG027016,NG02,January,1997,0,0
Nigeria,Ondo,Ilaje,NGA,NG029010,NG02,January,1997,0,0
Nigeria,Imo,Owerri North,NGA,NG017024,NG01,January,1997,0,0
Nigeria,Kebbi,Jega,NGA,NG022011,NG02,January,1997,0,0
Nigeria,Borno,Mafa,NGA,NG008019,NG00,January,1997,0,0
Nigeria,Enugu,Udi,NGA,NG014016,NG01,January,1997,0,0
Nigeria,Akwa Ibom,Ekpe Atai,NGA,NG003004,NG00,January,1997,0,0
Nigeria,Ekiti,Ise,NGA,NG013014,NG01,January,1997,0,0
Nigeria,Jigawa,Babura,NGA,NG018002,NG01,January,1997,0,0
Nigeria,Osun,Obokun,NGA,NG030024,NG03,January,1997,0,0
Nigeria,Kaduna,Kudan,NGA,NG019016,NG01,January,1997,0,0
Nigeria,Kano,Kura,NGA,NG020027,NG02,January,1997,0,0
Nigeria,Jigawa,Garki,NGA,NG018008,NG01,January,1997,0,0
Nigeria,Enugu,Uzo Uwani,NGA,NG014017,NG01,January,1997,0,0
Nigeria,Zamfara,Tsafe,NGA,NG037013,NG03,January,1997,0,0
Nigeria,Oyo,Ibarapa East,NGA,NG031012,NG03,January,1997,0,0
Nigeria,Benue,Otukpo,NGA,NG007019,NG00,January,1997,0,0
Nigeria,Bauchi,Giade,NGA,NG005009,NG00,January,1997,0,0
Nigeria,Gombe,Billiri,NGA,NG016003,NG01,January,1997,0,0
Nigeria,Kano,Fagge,NGA,NG020012,NG02,January,1997,0,0
Nigeria,Zamfara,Kaura Namoda,NGA,NG037008,NG03,January,1997,0,0
Nigeria,Ebonyi,Ohaukwu,NGA,NG011012,NG01,January,1997,0,0
Nigeria,Plateau,Pankshin,NGA,NG032013,NG03,January,1997,0,0
Nigeria,Kano,Ajingi,NGA,NG020001,NG02,January,1997,0,0
Nigeria,Osun,Ilesha West,NGA,NG030019,NG03,January,1997,0,0
Nigeria,Lagos,Ojo,NGA,NG025017,NG02,January,1997,0,0
Nigeria,Lagos,Surulere,NGA,NG025020,NG02,January,1997,0,0
Nigeria,Cross River,Ikom,NGA,NG009012,NG00,January,1997,0,0
Nigeria,Borno,Kwaya Kusar,NGA,NG008018,NG00,January,1997,0,0
Nigeria,Ekiti,Ido-Osi,NGA,NG013008,NG01,January,1997,0,0
Nigeria,Kwara,Kai Ama,NGA,NG024011,NG02,January,1997,0,0
Nigeria,Gombe,Funakaye,NGA,NG016005,NG01,January,1997,0,0
Nigeria,Yobe,Bade,NGA,NG036001,NG03,January,1997,0,0
Nigeria,Akwa Ibom,Udung Uko,NGA,NG003027,NG00,January,1997,0,0
Nigeria,Lagos,Alimosho,NGA,NG025003,NG02,January,1997,0,0
Nigeria,Jigawa,Jahun,NGA,NG018014,NG01,January,1997,0,0
Nigeria,Jigawa,Ringim,NGA,NG018023,NG01,January,1997,0,0
Nigeria,Abia,Umuahia North,NGA,NG001015,NG00,January,1997,0,0
Nigeria,Cross River,Obanliku,NGA,NG009013,NG00,January,1997,0,0
Nigeria,Abia,Bende,NGA,NG001004,NG00,January,1997,0,0
Nigeria,Bauchi,Jamaare,NGA,NG005011,NG00,January,1997,0,0
Nigeria,Osun,Ila,NGA,NG030017,NG03,January,1997,0,0
Nigeria,Kano,Garun Mallam,NGA,NG020015,NG02,January,1997,0,0
Nigeria,Oyo,Kajola,NGA,NG031019,NG03,January,1997,0,0
Nigeria,Kwara,Ifelodun,NGA,NG024005,NG02,January,1997,0,0
Nigeria,Kaduna,Lere,NGA,NG019017,NG01,January,1997,0,0
Nigeria,Gombe,Gombe,NGA,NG016006,NG01,January,1997,0,0
Nigeria,Bauchi,Shira,NGA,NG005016,NG00,January,1997,0,0
Nigeria,Bayelsa,Ogbia,NGA,NG006005,NG00,January,1997,0,0
Nigeria,Gombe,Kwami,NGA,NG016008,NG01,January,1997,0,0
Nigeria,Borno,Konduga,NGA,NG008016,NG00,January,1997,0,0
Nigeria,Kogi,Yagba West,NGA,NG023021,NG02,January,1997,0,0
Nigeria,Zamfara,Gummi,NGA,NG037006,NG03,January,1997,0,0
Nigeria,Kaduna,Kagarko,NGA,NG019011,NG01,January,1997,0,0
Nigeria,Delta,Udu,NGA,NG010018,NG01,January,1997,0,0
Nigeria,Ogun,Ipokia,NGA,NG028014,NG02,January,1997,0,0
Nigeria,Gombe,Shomgom,NGA,NG016010,NG01,January,1997,0,0
Nigeria,Bauchi,Dass,NGA,NG005006,NG00,January,1997,0,0
Nigeria,Imo,Owerri Municipal,NGA,NG017026,NG01,January,1997,0,0
Nigeria,Akwa Ibom,Oron,NGA,NG003025,NG00,January,1997,0,0
Nigeria,Zamfara,Bungudu,NGA,NG037005,NG03,January,1997,0,0
Nigeria,Kaduna,Birnin Gwari,NGA,NG019001,NG01,January,1997,0,0
Nigeria,Osun,Ede North,NGA,NG030007,NG03,January,1997,0,0
Nigeria,Yobe,Yusufari,NGA,NG036017,NG03,January,1997,0,0
Nigeria,Kogi,Ofu,NGA,NG023014,NG02,January,1997,0,0
Nigeria,Yobe,Nangere,NGA,NG036012,NG03,January,1997,0,0
Nigeria,Niger,Gurara,NGA,NG027009,NG02,January,1997,0,0
Nigeria,Kogi,Igalamela,NGA,NG023008,NG02,January,1997,0,0
Nigeria,Imo,Ihitte Uboma,NGA,NG017007,NG01,January,1997,0,0
Nigeria,Sokoto,Sabon Birni,NGA,NG034013,NG03,January,1997,0,0
Nigeria,Anambra,Aniocha,NGA,NG004004,NG00,January,1997,0,0
Nigeria,Benue,Konshisha,NGA,NG007010,NG00,January,1997,0,0
Nigeria,Akwa Ibom,Etinan,NGA,NG003007,NG00,January,1997,0,0
Nigeria,Edo,Igueben,NGA,NG012010,NG01,January,1997,0,0
Nigeria,Kano,Dawakin Tofa,NGA,NG020010,NG02,January,1997,0,0
Nigeria,Lagos,Apapa,NGA,NG025005,NG02,January,1997,0,0
Nigeria,Lagos,Ajeromi,NGA,NG025002,NG02,January,1997,0,0
Nigeria,Sokoto,Sokoto South,NGA,NG034017,NG03,January,1997,0,0
Nigeria,Plateau,Bokkos,NGA,NG032003,NG03,January,1997,0,0
Nigeria,Sokoto,Kebbe,NGA,NG034010,NG03,January,1997,0,0
Nigeria,Anambra,Ogbaru,NGA,NG004016,NG00,January,1997,0,0
Nigeria,Katsina,Kankara,NGA,NG021019,NG02,January,1997,0,0
Nigeria,Plateau,Langtang South,NGA,NG032010,NG03,January,1997,0,0
Nigeria,Katsina,Kurfi,NGA,NG021022,NG02,January,1997,0,0
Nigeria,Anambra,Idemili North,NGA,NG004010,NG00,January,1997,0,0
Nigeria,Abia,Obioma Ngwa,NGA,NG001009,NG00,January,1997,0,0
Nigeria,Sokoto,Gudu,NGA,NG034007,NG03,January,1997,0,0
Nigeria,Kano,Gaya,NGA,NG020016,NG02,January,1997,0,0
Nigeria,Katsina,Funtua,NGA,NG021014,NG02,January,1997,0,0
Nigeria,Kano,Kumbotso,NGA,NG020025,NG02,January,1997,0,0
Nigeria,Borno,Abadan,NGA,NG008001,NG00,January,1997,0,0
Nigeria,Jigawa,Guri,NGA,NG018010,NG01,January,1997,0,0
Nigeria,Anambra,Idemili South,NGA,NG004011,NG00,January,1997,0,0
Nigeria,Plateau,Jos North,NGA,NG032005,NG03,January,1997,0,0
Nigeria,Jigawa,Miga,NGA,NG018022,NG01,January,1997,0,0
Nigeria,Katsina,Bakori,NGA,NG021001,NG02,January,1997,0,0
Nigeria,Katsina,Zango,NGA,NG021034,NG02,January,1997,0,0
Nigeria,Niger,Agaie,NGA,NG027001,NG02,January,1997,0,0
Nigeria,Plateau,Bassa,NGA,NG032002,NG03,January,1997,0,0
Nigeria,Kano,Doguwa,NGA,NG020011,NG02,January,1997,0,0
